dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy|dummy
wmElectronicsManufacturerPartNumber|N|||text||4000|1||||||||||E|N|en|Manufacturer Part Number|MPN uniquely identifies the product to its manufacturer. For many products this will be identical to the model number. Some manufacturers distinguish part number from model number.|Horizontal|Text|1600|Left|200|Left|200|||Active||NULL|Walmart_Initial_Load
color/description|N|color|100|text||80|1|Y|||||||||E|N|en|Product Color Description|Free text description of the color of the trade item. Type/Size Occurrence Lang Specific|LoopGroup|Text|1700|Left|200|Left||||Active||NULL|PI15501_QA01
color/code|N|color|100|text||40|1|N|||||||||E|N|en|Color Info Code|Indicates the color of the trade item in this field.|LoopGroup|Text|1800|Left|200|Left||||Active||NULL|PI15501_QA01
color/agency|N|color|100|text||80|1|N|ColorCodeMaintAgency_hub||||||||E|N|en|Color Code Maintenance Agency|The party responsible for maintaining the color code list used for the "Color" field.|LoopGroup|Dropdown|1900|Left|200|Left||||Active||NULL|PI15501_QA01
areBatteriesRequired|N|||boolean|||||||||||||E|N|en|Are Batteries Required?|Indicates if batteries are required to operate the item.|Horizontal|Boolean|2000|Left|200|Left||||Active||NULL|160
areBatteriesIncluded|N|||boolean|||||||||||||E|N|en|Are Batteries Included?|Indicates if batteries are either included or not included with the game.|Horizontal|Boolean|2100|Left|200|Left||||Active||NULL|159; PI152_QA09
avp/batterySize|N|||text||70|1|N|||||||||E|N|en|Battery Size|batterySize<br>Qualifier: AVP776<br>Indicates the size of the battery.|Horizontal|Text|2200|Left|200|Left||||Active||NULL|AVP
avp/isEnergyStarCompliant|N|||boolean|||||||||||||E|N|en|Is Energy Star Compliant?|isEnergyStarCompliant<br>Qualifier: AVP451<br>Indicates whether or not the product is Energy Star certified.|Horizontal|Boolean|2300|Left|200|Left||||Active||NULL|AVP
avp/cableConnectionTypes|N|||text||70|1|N|||||||||E|N|en|Cable Connection Types|cableConnectionTypes<br>Qualifier: AVP167<br>Indicates the type of cable connections the product contains.|Horizontal|Text|2400|Left|200|Left||||Active||NULL|AVP
wmElectronicsMaterial|Y||3|text||4000|1||||||||||E|N|en|Material|Material makeup of the item. Fabric materials should be entered using the "Fabric Content" attribute. |Horizontal|Text|2500|Left|200|Left|200|||Active||NULL|Walmart_Initial_Load
unitsPerTradeItem|Y||100|float|15|15|15|||M|uom|text||5|2|uom|E|N|en|Units Per Trade Item|Number of units per Trade Item.|Horizontal|Float|2600|Left|200|Left|30|||Active||NULL|48
wmElectronicsIsRemoteControlIncluded|N|||boolean|||||||||||||E|N|en|Is Remote Control Included|Is a remote control included with the item?|Horizontal|Boolean|2700|Left|200|Left||||Active||NULL|Walmart_Initial_Load
wmElectronicsIsPersonalizable|N|||boolean|||||||||||||E|N|en|Is Personalizable|Denotes if the item can be customized in some way, including engraved, embroidered, stamped, etched, etc. |Horizontal|Boolean|2800|Left|200|Left||||Active||NULL|Walmart_Initial_Load
wmElectronicsIsPortable|N|||boolean|||||||||||||E|N|en|Is Portable|Is the item portable?|Horizontal|Boolean|2900|Left|200|Left||||Active||NULL|Walmart_Initial_Load
avp/isCordless|N|||boolean|||||||||||||E|N|en|Is Cordless?|isCordless<br>Qualifier: AVP446<br>Indicates whether or not the product is wireless; basically powered by battery.|Horizontal|Boolean|3000|Left|200|Left||||Active||NULL|AVP
wmElectronicsRecommendedUses|Y||3|text||4000|1||||||||||E|N|en|Recommended Uses|Further clarification of what is the item may be used for.|Horizontal|Text|3100|Left|200|Left|200|||Active||NULL|Walmart_Initial_Load
avp/indoorOutdoorUse|N|||text||70|1|N|||||||||E|N|en|Indoor/Outdoor Use|indoorOutdoorUse<br>Qualifier: AVP433<br>Describes the location where the user is most likely to use the product.|Horizontal|Text|3200|Left|200|Left||||Active||NULL|AVP
avp/audioWattsPerChannel|N|||integer||4|1||||||||||E|N|en|Audio Watts Per Channel|audioWattsPerChannel<br>Qualifier: AVP149<br>Indicates the system power for the channels in the audio system. Measured in Watts.|Horizontal|Integer|3300|Left|200|Left||||Active||NULL|AVP
avp/peakPowerHandlingWatts|N|||integer||8|1||||||||||E|N|en|Peak Power Handling Watts|peakPowerHandlingWatts<br>Qualifier: AVP539<br>Indicates the amount of power a speaker can handle during a brief musical burst. Measured in Watts.|Horizontal|Integer|3400|Left|200|Left||||Active||NULL|AVP
avp/additionalFeaturesOrIncludedAccessories|N|||text||250|1|N|||||||||E|N|en|Additional Features Or Included Accessories|additionalFeaturesOrIncludedAccessories<br>Qualifier: AVP129<br>Additional features or included accessories that are very product specific that are not covered by any other general attribute. This is a Free Form text, be specific as possible.|Horizontal|Text|3500|Left|200|Left||||Active||NULL|AVP
avp/quantityOfAudioChannels|N|||text||70|1|N|||||||||E|N|en|Quantity Of Audio Channels|quantityOfAudioChannels<br>Qualifier: AVP561<br>Indicates the product's number of channels for the audio system.|Horizontal|Text|3600|Left|200|Left||||Active||NULL|AVP
wmElectronicsAgeGroup|Y||3|text||60|1||WMAgeGroupVV||||||||E|N|en|Age Group|General grouping of ages into commonly used demographic labels. Example: Child; Teen; Adult (If you want to submit multiple values, use a semicolon to separate the values. For example – value1;value2;value3. Please enter text with 4000 character max)|Horizontal|Multi_Select_List|3700|Left|200|Left|200|||Active||NULL|Walmart_Initial_Load
displayResolutionCode|N|||text||80|1|N|DisplayResolutionCode||||||||E|N|en|Display Resolution Code|IM: electricalUsageClassResolutionCode, GDSN: displayResolution<br>The display resolution of a television or computer display. This typically refers to the number of distinct pixels in each dimension that can be displayed.|Horizontal|Dropdown|3800|Left|200|Left||||Active||NULL|PIMJR3 Update
wmElectronicsPlatform|N|||text||4000|1||||||||||E|N|en|Video Game Platform|The hardware upon which the video game is designed to run or with which the product is compatible.|Horizontal|Text|3900|Left|200|Left||||Active||NULL|Walmart_Initial_Load
wmSoftwareSoftwareCategory|Y||3|text||4000|1||||||||||E|N|en|Software Category|The general category of software by which the item is most closely associated. |Horizontal|Text|4000|Left|200|Left||||Active||MANDATORY_BEFORE|Walmart_Initial_Load
avp/operatingSystem|Y||5|text||70|1|N|||||||||E|N|en|Operating System|operatingSystem<br>Qualifier: AVP527<br>Indicates the type of operating system which is installed on the machine or, which type of operating system the peripheral is compatible with.|Horizontal|Text|4100|Left|200|Left||||Active||NULL|AVP
wmSoftwareSystemRequirements|Y||3|text||4000|1||||||||||E|N|en|System Requirements|The basic requirements necessary of any system in order to satisfactorily run the software.|Horizontal|Text|4200|Left|200|Left|200|||Active||MANDATORY_BEFORE|Walmart_Initial_Load
wmSoftwareVersion|N|||text||4000|1||||||||||E|N|en|Version|The version number assigned to this specific release of the software.|Horizontal|Text|4300|Left|200|Left|200|||Active||NULL|Walmart_Initial_Load
wmSoftwareNumberOfUsers|N|||integer||7|1||||||||||E|N|en|Number of Users|The maximum number of users or installations allowable under the terms of the software licensing agreement.|Horizontal|Integer|4400|Left|200|Left|200|||Active||NULL|Walmart_Initial_Load
wmSoftwareSoftwareFormat|N|||text||4000|1||||||||||E|N|en|Software Format|The format by which the software will be delivered, either through a download or upon physical media such as optical disks (CD, BD-ROM), memory cards, floppy disks, etc.|Horizontal|Text|4500|Left|200|Left|200|||Active||MANDATORY_BEFORE|Walmart_Initial_Load
wmSoftwareRequiredPeripherals|N|||text||4000|1||||||||||E|N|en|Required Peripherals |Any ancillary devices necessary to use the software.|Horizontal|Text|4600|Left|200|Left|200|||Active||NULL|Walmart_Initial_Load
wmSoftwareEducationalFocus|Y||3|text||4000|1||||||||||E|N|en|Educational Focus|Example: Shape Identification; Language; Motor Skills; Pretend Play; Color Identification; Science; Nature; Math; Counting; Music; Reading; Writing; Creativity (If you want to submit multiple values, use a semicolon to separate the values. For example – value1;value2;value3. Please enter text with 4000 character max)|Horizontal|Text|4700|Left|200|Left|200|||Active||NULL|Walmart_Initial_Load
